NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	CONCEPTICON_POS
676	almond tree, almond	3815	ALMOND	noun
677	fig, fig tree	322	FIG	noun
678	fig tree, fig	322	FIG	noun
679	jackal	3313	JACKAL	noun
680	jackals, golden gods			
681	(pl. banātu ˀāwān) jackal	3313	JACKAL	noun
682	date palm			
683	dates, fruit of palm			
684	tree, trunk	906	TREE	noun
685	bush, (fruit)tree; vine	1683	BUSH	noun
686	fruit	1507	FRUIT	noun
687	cluster, bunch (of grapes etc.)	1966	BUNCH	noun
688	bunch of grapes			
689	father	1217	FATHER	noun
690	mother	1216	MOTHER	noun
691	brother	1262	BROTHER	noun
692	sister	1263	SISTER	noun
693	goose	1187	GOOSE	noun
694	duck	1360	DUCK	noun
695	ram	1344	RAM	noun
696	a fine breed of sheep			
697	ram (of superior quality)	1344	RAM	noun
698	stag, deer	1936	DEER	noun
699	deer	1936	DEER	noun
700	fallow deer			
701	doe of a fallow deer			
702	hind			
703	ibex, mountain goat; deer	1936	DEER	noun
704	ibex, mountain goat			
705	weasel, mouse	1491	MOUSE	noun
706	weasel	3384	WEASEL	noun
707	mouse, weasel	1491	MOUSE	noun
708	kind of ﬁsh			
709	a ﬁsh			
710	calf	1989	CALF	noun
711	calf, bullock	1989	CALF	noun
712	heifer			
713	young bull, ox	1169	OX	noun
714	heifer, young cow			
715	bull calf			
716	calf, heifer	1989	CALF	noun
717	taureau vieux (old bull)			
718	any animal or fowl	265	FOWL	noun
719	daughter	1357	DAUGHTER	noun
720	pupil of the eye	1658	PUPIL	noun
721	to be fat, well fed	1279	FAT (OBESE)	adjective
722	to fatten			
723	fattened (animal)			
724	fattened ox			
725	to be useful for someone			
726	firstborn			
727	mouse, jerboa	1491	MOUSE	noun
728	jerboa			
729	(kind of) bat	1793	BAT	noun
730	mouse	1491	MOUSE	noun
731	mouse; muscle	1491	MOUSE	noun
732	mares murum, quibus yarbūˁ nomen est			
733	hyrax Syriacus			
734	leech	2273	LEECH	noun
735	(pl.) kleine Tierchen, die im Brunnen leben (small animals that live in a well)			
736	goat	1502	GOAT	noun
737	shegoat, goat (gen. term)	1502	GOAT	noun
738	caprine animal, kid, goat	1502	GOAT	noun
739	shegoat, female of gazelle, female eagle and vulture, bustard			
740	paternal uncle	3763	PATERNAL UNCLE	noun
741	foster father			
742	paternal aunt	2175	PATERNAL AUNT	noun
743	wetnurse			
744	maternal aunt	2693	MATERNAL AUNT (MOTHER'S SISTER)	noun
745	grandfather, ancestor, forefather	1383	GRANDFATHER	noun
746	ancestor, forefather	1669	ANCESTORS	noun
747	earth as a solid surface (ground)			
748	floor; bottom of the sea	1632	FLOOR	noun
749	bottom of a vessel			
750	mud, clay	640	MUD	noun
751	clay	1399	CLAY	noun
752	flint			
753	flint, obsidian			
754	mound			
755	hill, hillock, knoll	614	HILL	noun
756	kind of vermin, worm	1219	WORM	noun
757	(a worm)			
758	vermin in general, pests, noxious insects(?); a particular type of fly, esp. a horsefly(?)			
759	culices			
760	bird of prey			
761	eagle	1905	EAGLE	noun
762	hirondelle			
763	corbeau			
764	river	666	RIVER	noun
765	stream	947	STREAM	noun
766	stream, canal	947	STREAM	noun
767	subdivision of a tribe; watercourse; artificial water channel, canal			
768	river valley, wadi			
769	well, source of water	954	WELL	noun
770	well; hole, pit	1667	HOLE	noun
771	well	954	WELL	noun
772	cistern, pit, grave	1773	GRAVE	noun
773	(cooking) pit	2539	PIT (POTHOLE)	noun
774	a hole dug in the ground in which to cook; a place in which fire is lighted			
775	cistern, well, pit	954	WELL	noun
776	heaven	1565	HEAVEN	noun
777	to breathe	1407	BREATHE	verb
778	soul	811	SOUL	noun
779	(nip.) to breathe freely, recover	1978	RECOVER	verb
780	(etp.) to get a respite			
781	V. to breathe			
782	breath	870	BREATH	noun
783	to blow (wind, spirit)	175	BLOW (OF WIND)	verb
784	rain	658	RAIN (PRECIPITATION)	noun
785	to rain	1253	RAIN (RAINING)	verb
786	lightning	1654	LIGHTNING	noun
787	thunder	1150	THUNDER	noun
788	name of the Stormgod			
789	rainstorm			
790	snow	784	SNOW	noun
791	(a disease)			
792	flame	889	FLAME	noun
793	charcoal	1188	CHARCOAL	noun
794	coal	2658	COAL	noun
795	to be hot	1286	HOT	adjective
796	hot	1286	HOT	adjective
797	to become hot			
798	morning	1339	MORNING	noun
799	warmth, heat	612	HEAT	noun
800	heat, flame	889	FLAME	noun
801	sun, light	1343	SUN	noun
802	shadow	1388	SHADE	noun
803	to be(come) dark, dim	706	DARK	adjective
804	dark	706	DARK	adjective
805	dawn, morning	1339	MORNING	noun
806	dawn	729	DAWN	noun
807	year	1226	YEAR	noun
808	autumn	1276	AUTUMN	noun
809	autumn(?)	1276	AUTUMN	noun
810	autumn; year	1226	YEAR	noun
811	current year			
812	right hand (side)	2183	RIGHT HAND	noun
813	right	1019	RIGHT	adjective
814	right side	1019	RIGHT	adjective
815	left hand (side)	2182	LEFT HAND	noun
816	left	244	LEFT	adjective
817	left hand, side	682	SIDE	noun
818	left side, left	244	LEFT	adjective
819	left side, left hand	244	LEFT	adjective
820	left side, direction	244	LEFT	adjective
821	north wind			
822	father-in-law	1055	FATHER-IN-LAW	noun
823	fatherinlaw			
824	mother-in-law	1050	MOTHER-IN-LAW	noun
825	motherinlaw			
826	to speak affectively, to shout	715	SHOUT	verb
827	to call; to prophesy; to summon; to lodge a claim, to sue	1084	CALL	verb
828	to say	1458	SAY	verb
829	to revile, to utter evil speech; III. to plead in defense of someone			
830	to curse, to insult	8	CURSE	verb
831	sleep	1585	SLEEP	verb
832	dream	2374	DREAM	noun
833	envie de dormir, somnolence; sommeil profond; premier somme (want to sleep, drowsiness; deep sleep; first slumber)			
834	to be multicolored	2997	COLORFUL	adjective
835	coloured wool			
836	twocolored fabric			
837	to make a rope of two strands, or distinct yarns or twists			
838	a rope in which are two colors			
839	shoot	1172	SHOOT	verb
840	bud, shoot	1172	SHOOT	verb
841	bud	1684	BUD	noun
842	bull	1008	BULL	noun
843	bull, young cattle	1008	BULL	noun
844	young calf			
845	livestock, cattle	1153	CATTLE	noun
846	brute animal, a beast of burden; a herd of cattle; a beast of burden, packhorse			
847	camel	1871	CAMEL	noun
848	ox, bull, horned cattle	1008	BULL	noun
849	a wild hoofed animal			
850	(meaning is uncertain)			
851	young of small cattle; (male) lamb	820	LAMB	noun
852	young bull; heifer			
853	bull, steer; cow	1007	COW	noun
854	lamb, kid or antelope cub	820	LAMB	noun
855	young of small cattle			
856	small cattle			
857	ewe, small cattle	1345	EWE	noun
858	flocks (sheep and goats)			
859	flock; sheep; herd	1331	SHEEP	noun
860	ewe	1345	EWE	noun
861	young sheep			
862	wether			
863	spring lamb			
864	ewe lamb, ewe	1345	EWE	noun
865	yearling; unripe grain	3329	YEARLING (HORSE)	noun
866	billy goat			
867	buck, ram	1344	RAM	noun
868	hegoat			
869	male of small cattle			
870	wild sheep			
871	male goat or sheep	1331	SHEEP	noun
872	male kid			
873	female kid			
874	head of small cattle			
875	kid	1972	YOUNG GOAT (KID)	noun
876	suckling (lamb or kid)	1972	YOUNG GOAT (KID)	noun
877	donkey	1862	DONKEY	noun
878	donkey; load (measure of capacity)	1862	DONKEY	noun
879	donkey, wild ass, onager	1862	DONKEY	noun
880	to eat, swallow (?)	1336	EAT	verb
881	to eat, to graze	1336	EAT	verb
882	food	256	FOOD	noun
883	food, sustenance	256	FOOD	noun
884	foal	1647	FOAL	noun
885	horse`s foal			
886	colt, young camel	1647	FOAL	noun
887	pig	1337	PIG	noun
888	swine, boar	1348	BOAR (MALE PIG)	noun
889	pig, wild boar	1337	PIG	noun
890	leopard	1139	LEOPARD	noun
891	wolf	522	WOLF	noun
892	hyena	1799	HYENA	noun
893	fox	1312	FOX	noun
894	fox; jackal	1312	FOX	noun
895	bear	1820	BEAR	noun
896	shebear			
897	gazelle, deer	1936	DEER	noun
898	wild bull (bos primigenius)			
899	wild bull			
900	wild bull, buffalo	934	BUFFALO	noun
901	buffalloo			
902	gazelle; fawn	5	GAZELLE	noun
903	a wild ruminant			
904	roe deer			
905	wild ass			
906	mule	890	MULE	noun
907	elephant	1290	ELEPHANT	noun
908	water buffalo; elephant	1290	ELEPHANT	noun
909	bird; domestic fowl, poultry	937	BIRD	noun
910	crow, raven	913	CROW	noun
911	stork	3724	STORK	noun
912	swallow	897	SWALLOW	verb
913	snake	730	SNAKE	noun
914	snake; horned viper	730	SNAKE	noun
915	a venomous serpent			
916	adder, asp			
917	to draw off			
918	to press, to sqeeze out; to clean by combing	1913	PRESS	verb
919	(pa.) to pillage, steal; to draw out, extract	713	STEAL	verb
920	to become clear			
921	sediment of butter			
922	to pull out the eye together with the fat (of a slaughtered camel)			
923	to peel, to bark	275	PEEL	verb
924	chameleon	1555	CHAMELEON	noun
925	gecko	2355	GECKO	noun
926	(a lizard)			
927	a snake or lizard	632	LIZARD	noun
928	reptile			
929	serpent	730	SNAKE	noun
930	large Libyan lizard			
931	starred lizard			
932	lizard	632	LIZARD	noun
933	turtle	112	TURTLE	noun
934	turtle; a snake	112	TURTLE	noun
935	fly	1441	FLY (MOVE THROUGH AIR)	verb
936	gnat	1509	MOSQUITO	noun
937	flea	232	FLEA	noun
938	louse	1392	LOUSE	noun
939	louse, parasite, weevil	1392	LOUSE	noun
940	gnats			
941	nit	267	NIT	noun
942	a louse	1392	LOUSE	noun
943	louse, nit	1392	LOUSE	noun
944	moth	2828	MOTH	noun
945	clothes moth			
946	mare; kind of worms which infest the grape vine	938	MARE	noun
947	small louse			
948	cricket	2354	CRICKET	noun
949	kind of locust			
950	swarm of locust			
951	type of locust			
952	worm	1219	WORM	noun
953	worm, maggot	1219	WORM	noun
954	flesh	2259	FLESH	noun
955	body, flesh	1480	BODY	noun
956	tendon, sinew	1137	TENDON	noun
957	sinew; fiber of a root	1137	TENDON	noun
958	sinew, tendon; nerve	1137	TENDON	noun
959	sinew, tendon	1137	TENDON	noun
960	spine; tendon, sinew	1137	TENDON	noun
961	sinew, nerve, muscle	1004	MUSCLE	noun
962	joint of limb bones; flexion, bend of limbs			
963	crooked arms			
964	upper part of the thigh where the socket turns			
965	articulation, joint, wrist	799	WRIST	noun
966	wrist	799	WRIST	noun
967	sleeve	2953	SLEEVE	noun
968	to be fat	1279	FAT (OBESE)	adjective
969	fatty, fleshy tissue	2449	FAT (OF MEAT AND FOOD)	adjective
970	fat, tallow	323	FAT (ORGANIC SUBSTANCE)	noun
971	glutinous substance, pus	1808	PUS	noun
972	piece of flesh peeled off from the bone			
973	skin	763	SKIN	noun
974	skin, leather	3326	LEATHER OR HIDE	noun
975	leather pouch			
976	peau ôtée récemment d'un agneau ou d'un chevreau (recently removed skin from a lamb or kid)	1972	YOUNG GOAT (KID)	noun
977	skin, hide	763	SKIN	noun
978	bran; husk, shell; scale of head, dandruff	598	SHELL	noun
979	fur, skin	763	SKIN	noun
980	to shell, husk	2501	RICE HUSK	noun
981	ring	1374	RING	noun
982	neckchain(?)			
983	neckchain			
984	necklace	1961	NECKLACE	noun
985	to carry around the neck			
986	throat	1346	THROAT	noun
987	palate	540	PALATE	noun
988	throat(?)	1346	THROAT	noun
989	throat, gullet, palate	1346	THROAT	noun
990	armpit	1886	ARMPIT	noun
991	rib	801	RIB	noun
992	rib, side (part of the human and the animal body); side (of an object)	801	RIB	noun
993	female breast	1402	BREAST	noun
994	breast, teat	1402	BREAST	noun
995	cervix (?)			
996	breast full of milk			
997	udder, teat	154	UDDER	noun
998	loins, thigh, groin	471	UPPER LEG (THIGH)	noun
999	neck muscles			
1000	Brust			
1001	teat	796	NIPPLE	noun
1002	nipple; full breast	796	NIPPLE	noun
1003	lower belly, uterus, womb	804	WOMB	noun
1004	hypogastric region			
1005	lower belly			
1006	abdomen, omassum	1251	BELLY	noun
1007	uterus, womb, pubes	804	WOMB	noun
1008	a designation of Noah’s Ark			
1009	lower part of the trunk, genitals			
1010	transverse process of the vertebra			
1011	loins; genitals	187	LOIN	noun
1012	glans penis			
1013	crotch, groin			
1014	groin			
1015	swellings in the groin; testicles	797	TESTICLES	noun
1016	aine; racine de fémur (elder; femur root)			
1017	area between the thighs, groin			
1018	hinder part, posteriors, buttocks, rump	834	BUTTOCKS	noun
1019	lap, crotch	3263	LAP	noun
1020	lower part of the belly, the pubes	36	PUBIC HAIR	noun
1021	buttocks	834	BUTTOCKS	noun
1022	base, foot	1301	FOOT	noun
1023	buttocks; base, foundation	834	BUTTOCKS	noun
1024	buttocks, rump; bottom	834	BUTTOCKS	noun
1025	podex, anus	1935	ANUS	noun
1026	buttocks, posteriors, rump	834	BUTTOCKS	noun
1027	buttocks, anus	834	BUTTOCKS	noun
1028	anus, buttocks; rear	834	BUTTOCKS	noun
1029	back, loins, space between the hips	1291	BACK	noun
1030	kidney	489	KIDNEY	noun
1031	tuft of hair			
1032	wool, fleece	964	WOOL	noun
1033	moustache	1165	MOUSTACHE	noun
1034	lock of hair			
1035	gall, gall bladder	1780	BILE	noun
1036	gallbladder			
1037	gall	1780	BILE	noun
1038	gall, bile	1780	BILE	noun
1039	fiel, bile (gall, bile)	1780	BILE	noun
1040	spleen	1744	SPLEEN	noun
1041	clitoris, vagina	1836	VAGINA	noun
1042	vulva, female genitals	1837	VULVA	noun
1043	clitoris	3257	CLITORIS	noun
1044	vulva	1837	VULVA	noun
1045	vulva, vagina	1837	VULVA	noun
1046	foreskin			
1047	penis	1222	PENIS	noun
1048	stud, breed animal			
1049	testicles	797	TESTICLES	noun
1050	stallion, male animal used for fecundation	936	STALLION	noun
1051	the male palmtree			
1052	to be lasxivious, sexually aroused (animals)			
1053	afterbirth			
1054	afterbirth, womb	804	WOMB	noun
1055	embryo			
1056	placenta, afterbirth	3388	PLACENTA	noun
1057	child, male offspring	2099	CHILD	noun
1058	thin skin, in which is the fœtus			
1059	foetus, embryo			
1060	crâne; tête (skull; head)	1256	HEAD	noun
1061	lung	688	LUNG	noun
1062	part of sheep's lung			
1063	ramified bloodvessel, artery; bronchiae	1925	ARTERY	noun
1064	hip(-bone)	1745	HIP	noun
1065	rear, rear side	2134	RAISE (BRING UP)	verb
1066	after, behind	1685	AFTER	other
1067	hips (?)			
1068	upper thigh; side	682	SIDE	noun
1069	haunch, upper thigh			
1070	to watch, to protect	2900	PROTECT	verb
1071	to protect, defend	2900	PROTECT	verb
1072	to be skillful, intelligent, endowed with magical power	2530	SMART	adjective
1073	wise	698	WISE	adjective
1074	to make spells or incantations			
1075	magic spell			
1076	magic	392	MAGIC	noun
1077	magic arts			
1078	to practice sorcery			
1079	to tread	575	TREAD	verb
1080	to step upon; to make compact; to let time pass			
1081	to fill up with earth; II. to press, squeeze	1414	SQUEEZE	verb
1082	to cut, split	1432	CUT	verb
1083	to cut (down)	1432	CUT	verb
1084	to trim			
1085	to crumble in one’s hand			
1086	to cry, to shout	1839	CRY	verb
1087	to roar	3896	ROAR	verb
1088	to bray			
1089	to utter a noise			
1090	honey	942	HONEY	noun
1091	datesyrup			
1092	temple, cheek-bone	911	TEMPLE	noun
1093	temple	911	TEMPLE	noun
1094	area between the jaw and the neck			
1095	to be strong, vigorous	785	STRONG	adjective
1096	strength	202	STRENGTH	noun
1097	strong	785	STRONG	adjective
1098	to be in a good, right, proper state	1019	RIGHT	adjective
1099	to look at	1819	LOOK	verb
1100	sign, mark	1720	SIGN	noun
1101	terebinth			
1102	to have indigestion			
1103	to glow, to burn (of intestines)	2102	BURN	verb
1104	to suffer from indigestion			
1105	nose, snout, muzzle, beak	1221	NOSE	noun
1106	muzzle, snout	2200	SNOUT	noun
1107	the distinctive feature of the face, nose, nostril	1221	NOSE	noun
1108	muzzle, beak	73	BEAK	noun
1109	field	212	FIELD	noun
1110	to leave	1752	LEAVE	verb
1111	to remain, to be left over; to leave	1752	LEAVE	verb
1112	hill	614	HILL	noun
1113	kind of large aquatic animal			
1114	a mythical seamonster			
1115	species piscis marini, i.q. kawsay			
1116	to turn, to twist, to surround	1588	TURN	verb
1117	to move in a circle			
1118	to twist	430	TWIST	verb
1119	to be twisted, wrapped			
1120	to eat, to taste	1336	EAT	verb
1121	to take food or drink	1401	DRINK	verb
1122	to be numerous	1198	MANY	other
1123	many	1198	MANY	other
1124	to become flourishing and fresh			
1125	people	789	PEOPLE	noun
1126	mankind, human beings, people	789	PEOPLE	noun
1127	people, men	789	PEOPLE	noun
1128	to be large	1202	BIG	adjective
1129	big	1202	BIG	adjective
1130	to become numerous; to be great	1202	BIG	adjective
1131	to become big; to increase	1041	INCREASE	verb
1132	to increase, augment	1041	INCREASE	verb
1133	to be wicked, ruthless	45	EVIL	adjective
1134	to behave thoughtlessly			
1135	bad person	2197	BAD PERSON	noun
1136	to be guilty	1682	GUILTY	adjective
1137	to commit a wicked deed, act wickedly			
1138	fasādu lˁayni (corruption of the eye)			
1139	location that is behind, beyond; the time past			
1140	waist	1681	WAIST	noun
1141	to perish	2865	DIE (FROM ACCIDENT)	verb
1142	to disappear, to vanish	485	DISAPPEAR	verb
1143	(pi.) destroy	681	DESTROY	verb
1144	to be shabby (clothes), IV. to wear out (a garment)			
1145	to be consumed, to be wasted, to perish, to cease	1928	CEASE	verb
1146	to dig	1418	DIG	verb
1147	to make a ditch, to excavate			
1148	to be exact, done with care	1466	EXACT	adjective
1149	to make a mark upon the ground			
1150	to lift, to carry	700	CARRY	verb
1151	to carry	700	CARRY	verb
1152	invalid, sick person			
1153	to raise	501	LIFT	verb
1154	elevation, height, lofty abode	2936	ELEVATION	noun
1155	to bear, to carry, to take up and carry	700	CARRY	verb
1156	occiput, back of the neck			
1157	part of neck			
1158	top of the head, neck	1333	NECK	noun
1159	mane, feathers on the neck	1918	MANE	noun
1160	part between the hump and the neck			
1161	brain, marrow	1583	BRAIN	noun
1162	top of the head; brain, marrow	1583	BRAIN	noun
1163	top of the head, brain	1583	BRAIN	noun
1164	bonemarrow			
1165	skull; marrow, brain	1583	BRAIN	noun
1166	brain	1583	BRAIN	noun
1167	to be warm, hot	1286	HOT	adjective
1168	inflammation			
1169	to warm, be warmed; (pa.) to warm, heat	612	HEAT	noun
1170	to warm	1232	WARM	adjective
1171	a kind of mushroom			
1172	truffle			
1173	aperture of the ear, ear; (faculty of) hearing	1247	EAR	noun
1174	cartilages forming the ear			
1175	cartilage			
1176	both arteries behind the ears			
1177	nostril	1178	NOSTRIL	noun
1178	nostrils	1178	NOSTRIL	noun
1179	fore part of the nose			
1180	lip	478	LIP	noun
1181	cheek, jaw	1730	CHEEK	noun
1182	jaw	798	JAW	noun
1183	cheek; side	1730	CHEEK	noun
1184	cheek	1730	CHEEK	noun
1185	chin, jawbone, cheek	1510	CHIN	noun
1186	jaw, jawbone, jowl	798	JAW	noun
1187	beard	678	BEARD	noun
1188	gum	139	GUMS	noun
1189	toothless mouth, gum	139	GUMS	noun
1190	gums	139	GUMS	noun
1191	sockets of teeth			
1192	toothless			
1193	part of the gum where teeth grow			
1194	kind of small mammal			
1195	mongoose	3677	MONGOOSE	noun
1196	loosely hanging and unplaited hair on the head			
1197	to uncover (head); to untie (hair)	352	UNTIE	verb
1198	chevelure (hair)			
1199	(stiff) hair	1040	HAIR	noun
1200	stiff, wiry (?) hair			
1201	having wiry (?) hair			
1202	neck and jaw hair			
1203	hair, hair of the neck, back of the head and jaw; hair on the thighs (of women)	1040	HAIR	noun
1204	wispy hair on the thighs and forehead (of women)			
1205	forelock, hair on the forehead (of a lion)			
1206	side whiskers and (pointed) beard			
1207	extremely aged man			
1208	palm	1183	PALM OF HAND	noun
1209	arm, hand	2121	ARM OR HAND	noun
1210	the hollow, the flat of the hand	3701	HOLLOW	adjective
1211	palm, hand	1277	HAND	noun
1212	heel, palm of hand, sole of foot	980	HEEL	noun
1213	hand, claw, paw; handful	1277	HAND	noun
1214	palm of the hand	1183	PALM OF HAND	noun
1215	winnowing shovel			
1216	palm of hand	1183	PALM OF HAND	noun
1217	hollow of the hand			
1218	the hollow of both hands			
1219	handful, fistful			
1220	hollow, cavity, trench	3701	HOLLOW	adjective
1221	thumb	1781	THUMB	noun
1222	finger	1303	FINGER	noun
1223	thumb, big toe	1781	THUMB	noun
1224	thumb, toe	1389	TOE	noun
1225	shoulder	1482	SHOULDER	noun
1226	sternum or part of the ribs	2810	BREASTBONE	noun
1227	shoulder, upper arm	1482	SHOULDER	noun
1228	shoulderblade, shoulder	1482	SHOULDER	noun
1229	shoulder, shoulder blade	1482	SHOULDER	noun
1230	etlock joint, tarsus			
1231	fetlock, lower leg	447	LOWER LEG	noun
1232	articulus			
1233	carpal end of the ulna, carpal bone, wrist bone			
1234	ankle	803	ANKLE	noun
1235	ankle bone			
1236	ankles			
1237	ankle bone; wrist	799	WRIST	noun
1238	wing; quill, plumage, frond	1257	WING	noun
1239	wing, pinion	1257	WING	noun
1240	wing; fin (of fish); branch of tree; border (of garment, land)	1257	WING	noun
1241	stomach (of animals)	819	STOMACH	noun
1242	part of the animal stomach			
1243	abomasum, stomach	819	STOMACH	noun
1244	stomach	819	STOMACH	noun
1245	knee and shin-bone; lower leg (of animal)	447	LOWER LEG	noun
1246	shin (of animals)	186	SHIN	noun
1247	jarrete, artejo			
1248	lower leg, fibula	447	LOWER LEG	noun
1249	shin, leg	1297	LEG	noun
1250	shank, shinbone; leg (of both humans and animals)	1297	LEG	noun
1251	three	492	THREE	numeral
1252	four	1500	FOUR	numeral
1253	five	493	FIVE	numeral
1254	six	1703	SIX	numeral
1255	seven	1704	SEVEN	numeral
1256	eight	1705	EIGHT	numeral
1257	nine	1483	NINE	numeral
1258	ten	1515	TEN	numeral
1259	to bend; to encircle	2004	BEND	verb
1260	to bend, curve	2004	BEND	verb
1261	loop, tendril			
1262	arch, doorway, bow; skullcap	994	BOW	noun
1263	to bend, to bow down	2004	BEND	verb
1264	to bend, bow, curve	2004	BEND	verb
1265	to sew the edge; refrain			
1266	bezel, collet			
1267	(to be) weak	1601	WEAK	adjective
1268	to be weak, impoverished, shaky	1601	WEAK	adjective
1269	to be sickly			
1270	what	1236	WHAT	other
1271	any(thing), all (that)	98	ALL	other
1272	to shine, to be bright	708	SHINE	verb
1273	light, shining appearance of the sun, moon and stars, sultry weather, open air, open sun	630	LIGHT (RADIATION)	noun
1274	the sun	1343	SUN	noun
1275	period of day after sunrise			
1276	to take	1749	TAKE	verb
1277	to take, to accept, to take over	1749	TAKE	verb
1278	to get hold of, take, grasp; to receive, collect, obtain	694	GET	verb
1279	to take, grasp; accept, receive	1749	TAKE	verb
1280	to join, to put together	1743	JOIN	verb
1281	friend, companion	1325	FRIEND	noun
1282	friend	1325	FRIEND	noun
1283	yoke	14	YOKE	noun
1284	to be sick, ill	1847	SICK	adjective
1285	to fall ill	2327	BECOME SICK	verb
1286	to be bad, painful	1129	PAINFUL	adjective
1287	to be ill, sick	1847	SICK	adjective
1288	to be diseased, disordered, distempered, sick, ill	1847	SICK	adjective
1289	to ride; to (be) join(ed), connect(ed); to mount	367	RIDE	verb
1290	to mount, to mate	705	GO UP (ASCEND)	verb
1291	(light war) chariot; chariot body			
1292	to ride; to mount; to leap upon, sexually copulate with	367	RIDE	verb
1293	to ride	367	RIDE	verb
1294	to have intercourse			
1295	to suck	1421	SUCK	verb
1296	tirer la moelle d’un os (to pull the marrow out of a bone)			
1297	to bear, give birth to	1820	BEAR	noun
1298	to give birth (to), bear	1820	BEAR	noun
1299	boy	1366	BOY	noun
1300	to give birth, to beget	1195	GIVE BIRTH	verb
1301	to bear, give birth	1195	GIVE BIRTH	verb
1302	a child, son, young one	1620	SON	noun
1303	to give birth, beget, bear (a child), conceive	1195	GIVE BIRTH	verb
1304	to wash	1453	WASH	verb
1305	to wash, to bathe, to rinse off	1453	WASH	verb
1306	to sweat, to perspire	126	SWEAT (PERSPIRE)	verb
1307	to be narrow	1267	NARROW	adjective
1308	to grasp, to put pressure on (caus.)	2021	GRASP	verb
1309	(hip.) to harass, press hard; to drive someone into a corner			
1310	(pa.) to oppress			
1311	Taumelnder			
1312	a grave disease characterized by a headache			
1313	sick person			
1314	sickness	1986	DISEASE	noun
1315	to menstruate	2827	MENSTRUATE	verb
1316	faint, sick, menstruating	1847	SICK	adjective
1317	to be weak, wretched	1601	WEAK	adjective
1318	to be sick	1847	SICK	adjective
1319	to be mad, crazy	1899	MAD	adjective
1320	to be in a frenzy, to act crazily			
1321	a type of extatic			
1322	folie aiguë, fureur (acute madness, fury)			
1323	evil, mischief; annoyance, harm	45	EVIL	adjective
1324	to be bald (on the forehead)	1125	BALD	adjective
1325	bald	1125	BALD	adjective
1326	with receding hairline			
1327	receding hairline; bare spot			
1328	bald on the forehead			
1329	to belch, retch, vomit	2245	BELCH	verb
1330	to belch	2245	BELCH	verb
1331	(hitpo.) to vomit loudly			
1332	to spit out, belch, vomit	1278	VOMIT	verb
1333	to deposit excrements			
1334	to burp	2789	BURP	verb
1335	to belch, vomit	2245	BELCH	verb
1336	to be mad, talk without sense; produce incoherent sounds (in one’s sleep)	1899	MAD	adjective
1337	to produce unnatural sounds			
1338	to pant in its sleep (dog)			
1339	to lead	43	LEAD (GUIDE)	verb
1340	délire (delirium)			
1341	to talk nonsense			
1342	to be imbecile, weak-minded, mad; be mocked at	1899	MAD	adjective
1343	weakling			
1344	to be infatuated; to make look foolish; (po.) to make a mockery of; (hitpo.) to pretend to be mad; to act like a madman			
1345	foolishness, blindness			
1346	(aph.) to scoff, mock; to despise, disdain; to praise	2715	DESPISE	verb
1347	injure; sottise	44	INJURE	verb
1348	opinion, idée fausse qu'on se fait sur quelque chose (opinion, misconception we have about something)			
1349	to ridicule, mock, make fun of, jeer at			
1350	to be pregnant, conceive	1087	CONCEIVE	verb
1351	to conceive	1087	CONCEIVE	verb
1352	to conceive, to be pregnant	1087	CONCEIVE	verb
1353	to swell, inflate (esp. of stomach)	1573	SWELL	verb
1354	to have cramps (said of internal abdominal and other muscles)			
1355	to have a swollen belly			
1356	boil, swelling, tumor	2493	BOIL	verb
1357	to swell up, to blow up	1573	SWELL	verb
1358	to itch, scratch (oneself)	3855	ITCH (CAUSE ITCHING OR FEEL ITCHY)	verb
1359	to scratch	1436	SCRATCH	verb
1360	to scrape, to itch	1767	SCRAPE	verb
1361	to scratch, scrape, rub, grate	1436	SCRATCH	verb
1362	to itch, to scratch, to rub	1436	SCRATCH	verb
1363	to be in confinement, in childbed			
1364	im Kindbett liegen			
1365	female that has not yet brought forth in the first period of her pregnancy; one having a scanty flow of milk			
1366	II. to feed the woman on the occasion of childbirth			
1367	to bear a child, lie in bed when giving birth to a child			
1368	to feed, nourish, take good care of someone by properly feeding him	739	FEED	verb
1369	to be deaf and dumb			
1370	binden, anbinden(?)			
1371	deaf	996	DEAF	adjective
1372	to be deaf	996	DEAF	adjective
1373	to be mute, silent	48	BE SILENT	verb
1374	to be numb	2216	BECOME NUMB	verb
1375	to sleep	1585	SLEEP	verb
1376	to be in labour; have labour pains			
1377	to be in labour			
1378	woman in labour			
1379	labour pains			
1380	to writhe (with birth pains)			
1381	procreation childbirth			
1382	IV. avoir du lait (se dit d'une chamelle) (to have milk (said of a camel)			
1383	to have inflammation			
1384	Entzündung			
1385	inflammation, fever	1534	FEVER	noun
1386	live coal			
1387	II. s’enfoncer dans l’orbite (se dit de l’oeil); amaigrir exprès (son cheval) (to sink into the orbit (said of the eye); to lose weight on purpose (of horse)			
1388	to be sick, perspire, have diarrhea	126	SWEAT (PERSPIRE)	verb
1389	to have a disease causing fall of hair			
1390	to pluck wool			
1391	with hair falling out in tufts			
1392	castor bean			
1393	to fall off by degrees from the sheep and become compacted in lumps, or clotted (said of wool)			
1394	wool sticking together and compacted in a lump			
1395	to scrape, remove hair by scraping	1767	SCRAPE	verb
1396	mit schütterem Haar?			
1397	(hitpa.) to scrape oneself			
