ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
akkadian-686_fruit-1-1,akkadian-686_fruit-1,inbu,485,false,expert,,,,
ps-687_clusterbunchofgrapesetc-1-1,ps-687_clusterbunchofgrapesetc-1,ʔ-θkaːl-,487,false,expert,,,,
ugaritic-688_bunchofgrapes-1-1,ugaritic-688_bunchofgrapes-1,ʔuθkl,487,false,expert,,,,
hebrew-688_bunchofgrapes-1-1,hebrew-688_bunchofgrapes-1,ʔæʃkoːl,487,false,expert,,,,
arabic-688_bunchofgrapes-1-1,arabic-688_bunchofgrapes-1,ʔiθkaːl-,487,false,expert,,,,
geez-688_bunchofgrapes-1-1,geez-688_bunchofgrapes-1,ʔaskaːl,487,false,expert,,,,
ps-689_father-1-1,ps-689_father-1,ʔab-,489,false,expert,,,,
akkadian-689_father-1-1,akkadian-689_father-1,abu,489,false,expert,,,,
ugaritic-689_father-1-1,ugaritic-689_father-1,ʔab,489,false,expert,,,,
hebrew-689_father-1-1,hebrew-689_father-1,ʔaːb,489,false,expert,,,,
syriac-689_father-1-1,syriac-689_father-1,ʔabbaː,489,false,expert,,,,
arabic-689_father-1-1,arabic-689_father-1,ʔab-,489,false,expert,,,,
geez-689_father-1-1,geez-689_father-1,ʔab,489,false,expert,,,,
ps-690_mother-1-1,ps-690_mother-1,ʔimm-,490,false,expert,,,,
akkadian-690_mother-1-1,akkadian-690_mother-1,ummu,490,false,expert,,,,
ugaritic-690_mother-1-1,ugaritic-690_mother-1,ʔum,490,false,expert,,,,
hebrew-690_mother-1-1,hebrew-690_mother-1,ʔeːm,490,false,expert,,,,
syriac-690_mother-1-1,syriac-690_mother-1,ʔemmaː,490,false,expert,,,,
arabic-690_mother-1-1,arabic-690_mother-1,ʔumm-,490,false,expert,,,,
geez-690_mother-1-1,geez-690_mother-1,ʔəmm,490,false,expert,,,,
ps-691_brother-1-1,ps-691_brother-1,ʔax-,491,false,expert,,,,
akkadian-691_brother-1-1,akkadian-691_brother-1,axu,491,false,expert,,,,
ugaritic-691_brother-1-1,ugaritic-691_brother-1,ʔax,491,false,expert,,,,
hebrew-691_brother-1-1,hebrew-691_brother-1,ʔaːħ,491,false,expert,,,,
syriac-691_brother-1-1,syriac-691_brother-1,ʔaħħaː,491,false,expert,,,,
arabic-691_brother-1-1,arabic-691_brother-1,ʔax-,491,false,expert,,,,
geez-691_brother-1-1,geez-691_brother-1,ʔəxw,491,false,expert,,,,
ps-692_sister-1-1,ps-692_sister-1,ʔax-aːt-,492,false,expert,,,,
akkadian-692_sister-1-1,akkadian-692_sister-1,axaːtu,492,false,expert,,,,
ugaritic-692_sister-1-1,ugaritic-692_sister-1,ʔaxt,492,false,expert,,,,
hebrew-692_sister-1-1,hebrew-692_sister-1,ʔaːħoːt,492,false,expert,,,,
syriac-692_sister-1-1,syriac-692_sister-1,ħaːtaː,492,false,expert,,,,
arabic-692_sister-1-1,arabic-692_sister-1,ʔuxt-,492,false,expert,,,,
geez-692_sister-1-1,geez-692_sister-1,ʔəxət,492,false,expert,,,,
ps-693_goose-1-1,ps-693_goose-1,ʔa,493,false,expert,,,,
akkadian-694_duck-1-1,akkadian-694_duck-1,uːsu,493,false,expert,,,,
ugaritic-693_goose-1-1,ugaritic-693_goose-1,ʔuz,493,false,expert,,,,
syriac-693_goose-1-1,syriac-693_goose-1,wazzaː,493,false,expert,,,,
arabic-693_goose-1-1,arabic-693_goose-1,ʔiwazz-,493,false,expert,,,,
geez-693_goose-1-1,geez-693_goose-1,zǝj,493,false,expert,,,,
ps-695_ram-1-1,ps-695_ram-1,ʔajl-,495,false,expert,,,,
akkadian-696_afinebreedofsheep-1-1,akkadian-696_afinebreedofsheep-1,alu,495,false,expert,,,,
ugaritic-697_ramofsuperiorquality-1-1,ugaritic-697_ramofsuperiorquality-1,ʔal,495,false,expert,,,,
hebrew-695_ram-1-1,hebrew-695_ram-1,ʔajil,495,false,expert,,,,
ps-698_stagdeer-1-1,ps-698_stagdeer-1,ʔajjal-,496,false,expert,,,,
akkadian-698_stagdeer-1-1,akkadian-698_stagdeer-1,ajalu,496,false,expert,,,,
ugaritic-699_deer-1-1,ugaritic-699_deer-1,ʔajl,496,false,expert,,,,
hebrew-700_fallowdeer-1-1,hebrew-700_fallowdeer-1,ʔajjaːl-,496,false,expert,,,,
hebrew-701_doeofafallowdeer-1-1,hebrew-701_doeofafallowdeer-1,ʔajjaːlaː,496,false,expert,,,,
syriac-699_deer-1-1,syriac-699_deer-1,ʔajlaː,496,false,expert,,,,
syriac-702_hind-1-1,syriac-702_hind-1,ʔajltaː,496,false,expert,,,,
arabic-703_ibexmountaingoatdeer-1-1,arabic-703_ibexmountaingoatdeer-1,ʔijjal-,496,false,expert,,,,
geez-704_ibexmountaingoat-1-1,geez-704_ibexmountaingoat-1,hajjal,496,false,expert,,,,
ps-705_weaselmouse-1-1,ps-705_weaselmouse-1,ʔajasˤ-,497,false,expert,,,,
akkadian-706_weasel-1-1,akkadian-706_weasel-1,ajaːsˤu,497,false,expert,,,,
geez-707_mouseweasel-1-1,geez-707_mouseweasel-1,ʔansˤawaː,497,false,expert,,,,
ps-708_kindofsh-1-1,ps-708_kindofsh-1,ʕab-w-,498,false,expert,,,,
akkadian-709_ash-1-1,akkadian-709_ash-1,abuːtu,498,false,expert,,,,
ps-710_calf-1-1,ps-710_calf-1,ʕigwal-,499,false,expert,,,,
ugaritic-711_calfbullock-1-1,ugaritic-711_calfbullock-1,ʕgl,499,false,expert,,,,
ugaritic-712_heifer-1-1,ugaritic-712_heifer-1,ʕglt,499,false,expert,,,,
hebrew-713_youngbullox-1-1,hebrew-713_youngbullox-1,ʕeːgæl,499,false,expert,,,,
hebrew-714_heiferyoungcow-1-1,hebrew-714_heiferyoungcow-1,ʕæglaː,499,false,expert,,,,
syriac-715_bullcalf-1-1,syriac-715_bullcalf-1,ʕeglaː,499,false,expert,,,,
syriac-716_calfheifer-1-1,syriac-716_calfheifer-1,ʕgeltaː,499,false,expert,,,,
arabic-717_taureauvieuxoldbull-1-1,arabic-717_taureauvieuxoldbull-1,ʕulguːm-,499,false,expert,,,,
arabic-710_calf-1-1,arabic-710_calf-1,ʕigl-,499,false,expert,,,,
arabic-712_heifer-1-1,arabic-712_heifer-1,ʕiglat-,499,false,expert,,,,
geez-718_anyanimalorfowl-1-1,geez-718_anyanimalorfowl-1,ʔǝgwǝl,499,false,expert,,,,
geez-716_calfheifer-1-1,geez-716_calfheifer-1,ʔǝgwalt,499,false,expert,,,,
ps-238_son-1-1,ps-238_son-1,bin-,500,false,expert,,,,
akkadian-238_son-2-1,akkadian-238_son-2,binu,500,false,expert,,,,
ugaritic-238_son-1-1,ugaritic-238_son-1,bn,500,false,expert,,,,
hebrew-238_son-1-1,hebrew-238_son-1,beːn,500,false,expert,,,,
arabic-238_son-1-1,arabic-238_son-1,ʔibn-,500,false,expert,,,,
ps-719_daughter-1-1,ps-719_daughter-1,bin-t-,501,false,expert,,,,
akkadian-719_daughter-1-1,akkadian-719_daughter-1,bintu,501,false,expert,,,,
ugaritic-719_daughter-1-1,ugaritic-719_daughter-1,bt,501,false,expert,,,,
hebrew-719_daughter-1-1,hebrew-719_daughter-1,bat,501,false,expert,,,,
arabic-719_daughter-1-1,arabic-719_daughter-1,bint-,501,false,expert,,,,
geez-720_pupiloftheeye-1-1,geez-720_pupiloftheeye-1,bənt-a,501,false,expert,,,,
ps-721_tobefatwellfed-1-1,ps-721_tobefatwellfed-1,mrʔ,502,false,expert,,,,
akkadian-722_tofatten-1-1,akkadian-722_tofatten-1,marû,502,false,expert,,,,
ugaritic-723_fattenedanimal-1-1,ugaritic-723_fattenedanimal-1,mrʔu,502,false,expert,,,,
hebrew-724_fattenedox-1-1,hebrew-724_fattenedox-1,məriː,502,false,expert,,,,
arabic-725_tobeusefulforsomeone-1-1,arabic-725_tobeusefulforsomeone-1,mrʔ,502,false,expert,,,,
ps-726_firstborn-1-1,ps-726_firstborn-1,b-k-r-,503,false,expert,,,,
akkadian-726_firstborn-1-1,akkadian-726_firstborn-1,bukru,503,false,expert,,,,
ugaritic-726_firstborn-1-1,ugaritic-726_firstborn-1,bkr,503,false,expert,,,,
hebrew-726_firstborn-1-1,hebrew-726_firstborn-1,bəkoːr,503,false,expert,,,,
syriac-726_firstborn-1-1,syriac-726_firstborn-1,bukraː,503,false,expert,,,,
arabic-726_firstborn-1-1,arabic-726_firstborn-1,bikr-,503,false,expert,,,,
geez-726_firstborn-1-1,geez-726_firstborn-1,bakʷr,503,false,expert,,,,
ps-727_mousejerboa-1-1,ps-727_mousejerboa-1,ʕakbar-,504,false,expert,,,,
akkadian-728_jerboa-1-1,akkadian-728_jerboa-1,akbaru,504,false,expert,,,,
akkadian-729_kindofbat-1-1,akkadian-729_kindofbat-1,arkabu,504,false,expert,,,,
hebrew-730_mouse-1-1,hebrew-730_mouse-1,ʕakbaːr,504,false,expert,,,,
syriac-730_mouse-1-1,syriac-730_mouse-1,ʔagbraː,504,false,expert,,,,
syriac-731_mousemuscle-1-1,syriac-731_mousemuscle-1,ʕuqˤbraː,504,false,expert,,,,
arabic-732_maresmurumquibusyarbunomenest-1-1,arabic-732_maresmurumquibusyarbunomenest-1,ʕakaːbir-,504,false,expert,,,,
arabic-733_hyraxsyriacus-1-1,arabic-733_hyraxsyriacus-1,wabr-,504,false,expert,,,,
ps-734_leech-1-1,ps-734_leech-1,ʕala,506,false,expert,,,,
akkadian-734_leech-1-1,akkadian-734_leech-1,ilqˤu,506,false,expert,,,,
hebrew-734_leech-1-1,hebrew-734_leech-1,ʕăluːqˤaː,506,false,expert,,,,
syriac-735_plkleinetierchendieimbrunnenlebensmallanimalsthatliveinawell-1-1,syriac-735_plkleinetierchendieimbrunnenlebensmallanimalsthatliveinawell-1,ʕalqˤe,506,false,expert,,,,
syriac-734_leech-1-1,syriac-734_leech-1,ʕellaqˤtaː,506,false,expert,,,,
arabic-734_leech-1-1,arabic-734_leech-1,ʕalaq-,506,false,expert,,,,
geez-734_leech-1-1,geez-734_leech-1,ʕalaqˤt,506,false,expert,,,,
ps-736_goat-1-1,ps-736_goat-1,ʕ-nz-,508,false,expert,,,,
akkadian-737_shegoatgoatgenterm-1-1,akkadian-737_shegoatgoatgenterm-1,enzu,508,false,expert,,,,
ugaritic-738_caprineanimalkidgoat-1-1,ugaritic-738_caprineanimalkidgoat-1,ʕz,508,false,expert,,,,
hebrew-736_goat-1-1,hebrew-736_goat-1,ʕeːz,508,false,expert,,,,
syriac-736_goat-1-1,syriac-736_goat-1,ʕezzaː,508,false,expert,,,,
arabic-739_shegoatfemaleofgazellefemaleeagleandvulturebustard-1-1,arabic-739_shegoatfemaleofgazellefemaleeagleandvulturebustard-1,ʕanz-,508,false,expert,,,,
ps-740_paternaluncle-1-1,ps-740_paternaluncle-1,daːd-,509,false,expert,,,,
akkadian-740_paternaluncle-1-1,akkadian-740_paternaluncle-1,daːdu,509,false,expert,,,,
hebrew-740_paternaluncle-1-1,hebrew-740_paternaluncle-1,doːd,509,false,expert,,,,
syriac-740_paternaluncle-1-1,syriac-740_paternaluncle-1,daːdaː,509,false,expert,,,,
arabic-741_fosterfather-1-1,arabic-741_fosterfather-1,daːd-,509,false,expert,,,,
geez-740_paternaluncle-1-1,geez-740_paternaluncle-1,dud,509,false,expert,,,,
ps-742_paternalaunt-1-1,ps-742_paternalaunt-1,daːd-at-,510,false,expert,,,,
hebrew-742_paternalaunt-1-1,hebrew-742_paternalaunt-1,doːdaː,510,false,expert,,,,
syriac-742_paternalaunt-1-1,syriac-742_paternalaunt-1,daːdtaː,510,false,expert,,,,
arabic-743_wetnurse-1-1,arabic-743_wetnurse-1,daːdat-,510,false,expert,,,,
ps-744_maternalaunt-1-1,ps-744_maternalaunt-1,xaːl-at-,512,false,expert,,,,
syriac-744_maternalaunt-1-1,syriac-744_maternalaunt-1,ħaːltaː,512,false,expert,,,,
arabic-744_maternalaunt-1-1,arabic-744_maternalaunt-1,xaːlat-,512,false,expert,,,,
ps-745_grandfatherancestorforefather-1-1,ps-745_grandfatherancestorforefather-1,ʕamm-,513,false,expert,,,,
akkadian-746_ancestorforefather-1-1,akkadian-746_ancestorforefather-1,xammu,513,false,expert,,,,
syriac-742_paternalaunt-2-1,syriac-742_paternalaunt-2,ʕamtaː,513,false,expert,,,,
arabic-740_paternaluncle-1-1,arabic-740_paternaluncle-1,ʕamm-,513,false,expert,,,,
arabic-742_paternalaunt-1-1,arabic-742_paternalaunt-1,ʕammat-,513,false,expert,,,,
ps-747_earthasasolidsurfaceground-1-1,ps-747_earthasasolidsurfaceground-1,qˤarqˤar-,514,false,expert,,,,
akkadian-107_earth-2-1,akkadian-107_earth-2,qˤaqˤqˤaru,514,false,expert,,,,
hebrew-748_floorbottomofthesea-1-1,hebrew-748_floorbottomofthesea-1,qˤarqˤaʕ,514,false,expert,,,,
hebrew-749_bottomofavessel-1-1,hebrew-749_bottomofavessel-1,qˤarqˤaːraː,514,false,expert,,,,
arabic-107_earth-1-1,arabic-107_earth-1,qarqar-,514,false,expert,,,,
ps-750_mudclay-1-1,ps-750_mudclay-1,tˤiːn-,518,false,expert,,,,
akkadian-751_clay-1-1,akkadian-751_clay-1,tˤiːdu,518,false,expert,,,,
hebrew-750_mudclay-1-1,hebrew-750_mudclay-1,tˤiːtˤ,518,false,expert,,,,
syriac-750_mudclay-1-1,syriac-750_mudclay-1,tˤiːnaː,518,false,expert,,,,
arabic-750_mudclay-1-1,arabic-750_mudclay-1,tˤiːn-,518,false,expert,,,,
ps-752_flint-1-1,ps-752_flint-1,θˤ-rr-,520,false,expert,,,,
akkadian-753_flintobsidian-1-1,akkadian-753_flintobsidian-1,sˤurru,520,false,expert,,,,
hebrew-752_flint-1-1,hebrew-752_flint-1,sˤoːr,520,false,expert,,,,
syriac-752_flint-1-1,syriac-752_flint-1,tˤarraːnaː,520,false,expert,,,,
arabic-752_flint-1-1,arabic-752_flint-1,ðˤirr-,520,false,expert,,,,
ps-754_mound-1-1,ps-754_mound-1,t-ll-,523,false,expert,,,,
akkadian-754_mound-1-1,akkadian-754_mound-1,tillu,523,false,expert,,,,
ugaritic-755_hillhillockknoll-1-1,ugaritic-755_hillhillockknoll-1,tl,523,false,expert,,,,
hebrew-754_mound-1-1,hebrew-754_mound-1,teːl,523,false,expert,,,,
syriac-754_mound-1-1,syriac-754_mound-1,tellaː,523,false,expert,,,,
arabic-754_mound-1-1,arabic-754_mound-1,tall-,523,false,expert,,,,
ps-756_kindofverminworm-1-1,ps-756_kindofverminworm-1,ʕa,526,false,expert,,,,
akkadian-757_aworm-1-1,akkadian-757_aworm-1,urbatu,526,false,expert,,,,
hebrew-758_verminingeneralpestsnoxiousinsectsaparticulartypeofflyespahorsefly-1-1,hebrew-758_verminingeneralpestsnoxiousinsectsaparticulartypeofflyespahorsefly-1,ʕaːroːb,526,false,expert,,,,
syriac-759_culices-1-1,syriac-759_culices-1,ʕarruːbaː,526,false,expert,,,,
ps-760_birdofprey-1-1,ps-760_birdofprey-1,ʕarw,528,false,expert,,,,
akkadian-761_eagle-1-1,akkadian-761_eagle-1,erû,528,false,expert,,,,
arabic-762_hirondelle-1-1,arabic-762_hirondelle-1,ʕuwwaːr-,528,false,expert,,,,
arabic-763_corbeau-1-1,arabic-763_corbeau-1,ʔaʕwar-,528,false,expert,,,,
ps-764_river-1-1,ps-764_river-1,nahr-,529,false,expert,,,,
akkadian-764_river-1-1,akkadian-764_river-1,naːru,529,false,expert,,,,
ugaritic-764_river-1-1,ugaritic-764_river-1,nhr,529,false,expert,,,,
hebrew-764_river-1-1,hebrew-764_river-1,naːhaːr,529,false,expert,,,,
syriac-764_river-1-1,syriac-764_river-1,nahraː,529,false,expert,,,,
arabic-764_river-1-1,arabic-764_river-1,nahr-,529,false,expert,,,,
ps-765_stream-1-1,ps-765_stream-1,palg-,530,false,expert,,,,
akkadian-765_stream-1-1,akkadian-765_stream-1,palgu,530,false,expert,,,,
ugaritic-766_streamcanal-1-1,ugaritic-766_streamcanal-1,plg,530,false,expert,,,,
hebrew-767_subdivisionofatribewatercourseartificialwaterchannelcanal-1-1,hebrew-767_subdivisionofatribewatercourseartificialwaterchannelcanal-1,pælæg,530,false,expert,,,,
arabic-765_stream-1-1,arabic-765_stream-1,falg-,530,false,expert,,,,
geez-764_river-1-1,geez-764_river-1,falag,530,false,expert,,,,
ps-768_rivervalleywadi-1-1,ps-768_rivervalleywadi-1,naxl-,531,false,expert,,,,
akkadian-768_rivervalleywadi-1-1,akkadian-768_rivervalleywadi-1,naxallu,531,false,expert,,,,
ugaritic-768_rivervalleywadi-1-1,ugaritic-768_rivervalleywadi-1,nxl,531,false,expert,,,,
hebrew-768_rivervalleywadi-1-1,hebrew-768_rivervalleywadi-1,naħal,531,false,expert,,,,
syriac-768_rivervalleywadi-1-1,syriac-768_rivervalleywadi-1,naħlaː,531,false,expert,,,,
ps-769_wellsourceofwater-1-1,ps-769_wellsourceofwater-1,biʔr-,534,false,expert,,,,
akkadian-770_wellholepit-1-1,akkadian-770_wellholepit-1,buːru,534,false,expert,,,,
ugaritic-771_well-1-1,ugaritic-771_well-1,biʔr,534,false,expert,,,,
hebrew-771_well-1-1,hebrew-771_well-1,bəʔeːr,534,false,expert,,,,
hebrew-772_cisternpitgrave-1-1,hebrew-772_cisternpitgrave-1,boːr,534,false,expert,,,,
syriac-771_well-1-1,syriac-771_well-1,beːraː,534,false,expert,,,,
arabic-771_well-1-1,arabic-771_well-1,biʔr-,534,false,expert,,,,
arabic-773_cookingpit-1-1,arabic-773_cookingpit-1,burat-,534,false,expert,,,,
arabic-774_aholeduginthegroundinwhichtocookaplaceinwhichfireislighted-1-1,arabic-774_aholeduginthegroundinwhichtocookaplaceinwhichfireislighted-1,bʔrat-,534,false,expert,,,,
geez-775_cisternwellpit-1-1,geez-775_cisternwellpit-1,barbir,534,false,expert,,,,
ps-776_heaven-1-1,ps-776_heaven-1,ʃamaj-,536,false,expert,,,,
akkadian-776_heaven-1-1,akkadian-776_heaven-1,ʃamû,536,false,expert,,,,
ugaritic-776_heaven-1-1,ugaritic-776_heaven-1,ʃmm,536,false,expert,,,,
hebrew-776_heaven-1-1,hebrew-776_heaven-1,ʃaːmajim,536,false,expert,,,,
syriac-776_heaven-1-1,syriac-776_heaven-1,ʃmajjaː,536,false,expert,,,,
arabic-776_heaven-1-1,arabic-776_heaven-1,samaːʔ-,536,false,expert,,,,
geez-776_heaven-1-1,geez-776_heaven-1,samaːj,536,false,expert,,,,
ps-777_tobreathe-1-1,ps-777_tobreathe-1,npʃ,540,false,expert,,,,
akkadian-777_tobreathe-1-1,akkadian-777_tobreathe-1,napaːʃu,540,false,expert,,,,
akkadian-778_soul-1-1,akkadian-778_soul-1,napiʃtu,540,false,expert,,,,
hebrew-779_niptobreathefreelyrecover-1-1,hebrew-779_niptobreathefreelyrecover-1,npʃ,540,false,expert,,,,
syriac-780_etptogetarespite-1-1,syriac-780_etptogetarespite-1,npʃ,540,false,expert,,,,
arabic-781_vtobreathe-1-1,arabic-781_vtobreathe-1,tanaffasa,540,false,expert,,,,
arabic-782_breath-1-1,arabic-782_breath-1,nafas,540,false,expert,,,,
geez-783_toblowwindspirit-1-1,geez-783_toblowwindspirit-1,nafsa,540,false,expert,,,,
ps-784_rain-1-1,ps-784_rain-1,ð-n-m-,541,false,expert,,,,
akkadian-785_torain-1-1,akkadian-785_torain-1,zanaːnu,541,false,expert,,,,
hebrew-784_rain-1-1,hebrew-784_rain-1,zæræm,541,false,expert,,,,
ps-786_lightning-1-1,ps-786_lightning-1,baraqˤ-,543,false,expert,,,,
akkadian-786_lightning-1-1,akkadian-786_lightning-1,birqˤu,543,false,expert,,,,
ugaritic-786_lightning-1-1,ugaritic-786_lightning-1,brqˤ,543,false,expert,,,,
hebrew-786_lightning-1-1,hebrew-786_lightning-1,baːraːqˤ,543,false,expert,,,,
syriac-786_lightning-1-1,syriac-786_lightning-1,barqˤaː,543,false,expert,,,,
arabic-786_lightning-1-1,arabic-786_lightning-1,barq-,543,false,expert,,,,
geez-786_lightning-1-1,geez-786_lightning-1,mabraqˤ,543,false,expert,,,,
ps-787_thunder-1-1,ps-787_thunder-1,hadad-,544,false,expert,,,,
akkadian-788_nameofthestormgod-1-1,akkadian-788_nameofthestormgod-1,adad,544,false,expert,,,,
ugaritic-788_nameofthestormgod-1-1,ugaritic-788_nameofthestormgod-1,hd,544,false,expert,,,,
arabic-787_thunder-1-1,arabic-787_thunder-1,haːddat-,544,false,expert,,,,
ps-787_thunder-2-1,ps-787_thunder-2,raʕd-,545,false,expert,,,,
akkadian-789_rainstorm-1-1,akkadian-789_rainstorm-1,raːdu,545,false,expert,,,,
arabic-787_thunder-2-1,arabic-787_thunder-2,raʕd-,545,false,expert,,,,
ps-790_snow-1-1,ps-790_snow-1,θalg-,546,false,expert,,,,
akkadian-790_snow-1-1,akkadian-790_snow-1,ʃalgu,546,false,expert,,,,
ugaritic-790_snow-1-1,ugaritic-790_snow-1,glθ,546,false,expert,,,,
hebrew-790_snow-1-1,hebrew-790_snow-1,ʃælæg,546,false,expert,,,,
syriac-790_snow-1-1,syriac-790_snow-1,talgaː,546,false,expert,,,,
arabic-790_snow-1-1,arabic-790_snow-1,θalg-,546,false,expert,,,,
ps-476_toburn-2-1,ps-476_toburn-2,ɬwtˤ,549,false,expert,,,,
ps-190_fire-2-1,ps-190_fire-2,lahb-,550,false,expert,,,,
akkadian-791_adisease-1-1,akkadian-791_adisease-1,laʔbu,550,false,expert,,,,
hebrew-190_fire-2-1,hebrew-190_fire-2,lahab,550,false,expert,,,,
arabic-190_fire-2-1,arabic-190_fire-2,lahab-,550,false,expert,,,,
geez-190_fire-2-1,geez-190_fire-2,laːhb,550,false,expert,,,,
ps-190_fire-3-1,ps-190_fire-3,nabal-,551,false,expert,,,,
akkadian-792_flame-1-1,akkadian-792_flame-1,nablu,551,false,expert,,,,
ugaritic-792_flame-1-1,ugaritic-792_flame-1,nblʔat,551,false,expert,,,,
geez-190_fire-3-1,geez-190_fire-3,nabal,551,false,expert,,,,
ps-793_charcoal-1-1,ps-793_charcoal-1,p-ħm-,552,false,expert,,,,
akkadian-793_charcoal-1-1,akkadian-793_charcoal-1,peːmtu,552,false,expert,,,,
ugaritic-793_charcoal-1-1,ugaritic-793_charcoal-1,pħm,552,false,expert,,,,
hebrew-793_charcoal-1-1,hebrew-793_charcoal-1,pæħaːm,552,false,expert,,,,
syriac-794_coal-1-1,syriac-794_coal-1,paħmaː,552,false,expert,,,,
arabic-793_charcoal-1-1,arabic-793_charcoal-1,faħm-,552,false,expert,,,,
geez-793_charcoal-1-1,geez-793_charcoal-1,fəħm,552,false,expert,,,,
ps-795_tobehot-1-1,ps-795_tobehot-1,ħmm,553,false,expert,,,,
akkadian-796_hot-1-1,akkadian-796_hot-1,emmu,553,false,expert,,,,
hebrew-796_hot-1-1,hebrew-796_hot-1,ħaːm,553,false,expert,,,,
syriac-796_hot-1-1,syriac-796_hot-1,ħammimā,553,false,expert,,,,
arabic-797_tobecomehot-1-1,arabic-797_tobecomehot-1,ħmm,553,false,expert,,,,
ps-193_light-1-1,ps-193_light-1,ʔr,554,false,expert,,,,
akkadian-798_morning-1-1,akkadian-798_morning-1,urru,554,false,expert,,,,
ugaritic-799_warmthheat-1-1,ugaritic-799_warmthheat-1,ʔur,554,false,expert,,,,
ugaritic-193_light-2-1,ugaritic-193_light-2,ʔar,554,false,expert,,,,
hebrew-193_light-2-1,hebrew-193_light-2,ʔoːr,554,false,expert,,,,
arabic-800_heatflame-1-1,arabic-800_heatflame-1,ʔirrat-,554,false,expert,,,,
arabic-800_heatflame-2-1,arabic-800_heatflame-2,ʔuwaːr-,554,false,expert,,,,
geez-801_sunlight-1-1,geez-801_sunlight-1,ʔer,554,false,expert,,,,
ps-802_shadow-1-1,ps-802_shadow-1,θˤill-,556,false,expert,,,,
akkadian-802_shadow-1-1,akkadian-802_shadow-1,sˤillu,556,false,expert,,,,
ugaritic-802_shadow-1-1,ugaritic-802_shadow-1,θˤl,556,false,expert,,,,
hebrew-802_shadow-1-1,hebrew-802_shadow-1,sˤeːl,556,false,expert,,,,
arabic-802_shadow-1-1,arabic-802_shadow-1,ðˤill-,556,false,expert,,,,
geez-802_shadow-1-1,geez-802_shadow-1,sˤəlaːlot,556,false,expert,,,,
ps-113_tobedark-2-1,ps-113_tobedark-2,dhm,558,false,expert,,,,
akkadian-803_tobecomedarkdim-1-1,akkadian-803_tobecomedarkdim-1,daʔaːmu,558,false,expert,,,,
arabic-804_dark-1-1,arabic-804_dark-1,ʔadham,558,false,expert,,,,
ps-805_dawnmorning-1-1,ps-805_dawnmorning-1,ʃaħr-,559,false,expert,,,,
akkadian-798_morning-2-1,akkadian-798_morning-2,ʃeːru,559,false,expert,,,,
ugaritic-806_dawn-1-1,ugaritic-806_dawn-1,ʃħr,559,false,expert,,,,
hebrew-806_dawn-1-1,hebrew-806_dawn-1,ʃaħar,559,false,expert,,,,
arabic-806_dawn-1-1,arabic-806_dawn-1,saħar-,559,false,expert,,,,
ps-807_year-1-1,ps-807_year-1,ʃan-at-,560,false,expert,,,,
akkadian-807_year-1-1,akkadian-807_year-1,ʃattu,560,false,expert,,,,
ugaritic-807_year-1-1,ugaritic-807_year-1,ʃnt,560,false,expert,,,,
hebrew-807_year-1-1,hebrew-807_year-1,ʃaːnaː,560,false,expert,,,,
syriac-807_year-1-1,syriac-807_year-1,ʃattaː,560,false,expert,,,,
arabic-807_year-1-1,arabic-807_year-1,sanat-,560,false,expert,,,,
ps-808_autumn-1-1,ps-808_autumn-1,x-rp-,561,false,expert,,,,
akkadian-808_autumn-1-1,akkadian-808_autumn-1,xarpuː,561,false,expert,,,,
ugaritic-809_autumn-1-1,ugaritic-809_autumn-1,xrpnt,561,false,expert,,,,
hebrew-808_autumn-1-1,hebrew-808_autumn-1,ħoːræp,561,false,expert,,,,
arabic-810_autumnyear-1-1,arabic-810_autumnyear-1,xariːf-,561,false,expert,,,,
geez-811_currentyear-1-1,geez-811_currentyear-1,xarif,561,false,expert,,,,
ps-812_righthandside-1-1,ps-812_righthandside-1,jam-n-,564,false,expert,,,,
akkadian-813_right-1-1,akkadian-813_right-1,imnu,564,false,expert,,,,
ugaritic-813_right-1-1,ugaritic-813_right-1,jmn,564,false,expert,,,,
hebrew-814_rightside-1-1,hebrew-814_rightside-1,jaːmiːn,564,false,expert,,,,
syriac-813_right-1-1,syriac-813_right-1,jammiːnaː,564,false,expert,,,,
arabic-813_right-1-1,arabic-813_right-1,jamiːn-,564,false,expert,,,,
geez-813_right-1-1,geez-813_right-1,jamaːn,564,false,expert,,,,
ps-815_lefthandside-1-1,ps-815_lefthandside-1,ɬamʔaːl-,565,false,expert,,,,
akkadian-816_left-1-1,akkadian-816_left-1,ʃumeːlu,565,false,expert,,,,
ugaritic-817_lefthandside-1-1,ugaritic-817_lefthandside-1,ʃmʔal,565,false,expert,,,,
hebrew-818_leftsideleft-1-1,hebrew-818_leftsideleft-1,ɬəmoːl,565,false,expert,,,,
syriac-819_leftsidelefthand-1-1,syriac-819_leftsidelefthand-1,semmaːlaː,565,false,expert,,,,
arabic-820_leftsidedirection-1-1,arabic-820_leftsidedirection-1,ʃaʔmat-,565,false,expert,,,,
arabic-816_left-1-1,arabic-816_left-1,ʃimaːl-,565,false,expert,,,,
arabic-821_northwind-1-1,arabic-821_northwind-1,ʃamaːl-,565,false,expert,,,,
ps-822_fatherinlaw-1-1,ps-822_fatherinlaw-1,ħam-,569,false,expert,,,,
akkadian-823_fatherinlaw-1-1,akkadian-823_fatherinlaw-1,emu,569,false,expert,,,,
