ID,Name,Concepticon_ID,Concepticon_Gloss
491_yardexteriorcourt,"yard, exterior court",736,YARD
492_topassawaytovanish,"to pass away, to vanish",1494,DIE
493_waypathside,"way, path, side",2252,PATH
494_waypathroadcourseside,"way, path road, course, side",682,SIDE
495_tosendaway,to send away,,
496_tocomeintoenter,"to come in, to enter",749,ENTER
497_settingofthesun,setting of the sun,,
498_pledge,pledge,,
499_sunset,sunset,2295,SUNSET
500_toenter,to enter,749,ENTER
501_togiveaguaranteeorpledgestandsuretyforleaveadeposit,"to give a guarantee or pledge, stand surety for, leave a deposit",,
502_guarantorsurety,"guarantor, surety",,
503_sunsetwest,"sunset, west",1817,WEST
504_togoawaytodeparttohidetodisappeartobeforeignorobscure,"to go away, to depart; to hide, to disappear; to be foreign or obscure",2486,HIDE
505_rod,rod,,
506_stickstaff,"stick, staff",1295,STICK
507_branch,branch,1531,BRANCH
508_tobring,to bring,692,BRING
509_tobringtotransport,"to bring, to transport",692,BRING
510_tocarrytobringtotake,"to carry, to bring, to take",1749,TAKE
511_floodthedeluge,"flood, the Deluge",613,HIGH TIDE
512_hiptobring,(hip.) to bring,692,BRING
513_toleadtodeilvertotranslate,to lead; to deilver; to translate,43,LEAD (GUIDE)
514_tobebiggreattobenumerous,"to be big, great; to be numerous",1202,BIG
515_fatthicklarge,"fat, thick, large",1244,THICK
516_fattenedsheep,fattened sheep,,
517_hiptomultiply,(hip.) to multiply,,
518_strongmightymanynumerous,"strong, mighty, many, numerous",1198,MANY
519_tobegreatbig,"to be great, big",1202,BIG
520_honoredhonorablegloriousmagnificentfamousillustriousnobleprecious,"honored, honorable, glorious, magnificent, famous, illustrious, noble, precious",3002,PRECIOUS
521_soulasreceptacleofvitalenergy,soul (as receptacle of vital energy),811,SOUL
522_lifesoul,"life, soul",210,LIFE
523_appetitbegehrenseelelebewesenmenschappetitdesiresoullivingthinghuman,"Appetit, Begehren; Seele; Lebewesen, Mensch (appetit, desire; soul; living thing; human)",811,SOUL
524_soulspiritbreathlifeetc,"soul, spirit, breath, life, etc.",210,LIFE
525_tosupporttoleanupon,"to support, to lean upon",,
526_todamacanaltocover,"to dam a canal, to cover (?)",761,COVER
527_height,height,2985,HEIGHT
528_kindofbird,kind of bird,,
529_roostercock,"rooster, cock",1511,ROOSTER
530_abird,a bird,937,BIRD
531_plnomdoiseauxfabuleuxnameoffabulousbirds,(pl.) nom d'oiseaux fabuleux (name of fabulous birds),,
532_nameofafictiousbird,name of a fictious bird,,
533_cattle,cattle,1153,CATTLE
534_bulloxheadofcattlebeef,"bull, ox; (head) of cattle; beef",1008,BULL
535_headofcattlebullockyearlingcalfyoungheadofcattle,"(head of) cattle; bullock; yearling calf, young (head of) cattle",1153,CATTLE
536_lamb,lamb,820,LAMB
537_sheepsheepandgoatsram,sheep; sheep and goats; ram,1331,SHEEP
538_kindofbirdploverorcormorant,kind of bird (plover or cormorant),840,CORMORANT
539_abirdlargevultureeagle,"a bird; large vulture, eagle",1905,EAGLE
540_asmallpredatorymammal,a small predatory mammal,,
541_youngdogpuppycubofawildanimal,"young dog, puppy; cub of a wild animal",74,PUPPY
542_dogcur,"dog, cur",2009,DOG
543_puppypuppydog,"puppy, puppydog",74,PUPPY
544_mordresaisiraveclesdentstobitetograspwithteeth,"mordre, saisir avec les dents (to bite, to grasp with teeth)",,
545_repairedunebeteferocelairofaferociousbeast,repaire d'une bête feroce (lair of a ferocious beast),,
546_chat,chat,2903,CHAT (WITH SOMEBODY)
547_kindofwildcat,kind of wild cat,,
548_lynx,lynx,3314,LYNX
549_wildcat,wild cat,2241,WILD CAT
550_kindofsnakeviper,kind of snake (viper?),,
551_viper,viper,,
552_asnake,a snake,730,SNAKE
553_vipereviper,vipère (viper),,
554_adderviper,"adder, viper",,
555_locust,locust,810,LOCUST
556_migratorylocust,migratory locust,,
557_crab,crab,2348,CRAB
558_locustamarina,locusta marina,,
559_cowheifer,"cow, heifer",1007,COW
560_jeunetaureauyoungbull,jeune taureau (young bull),,
561_antilope,antilope,,
562_genisseheifer,génisse (heifer),,
563_wildgoat,wild goat,,
564_buckofgazelleormountaingoat,buck (of gazelle or mountain goat),2475,MALE GOAT
565_mountaingoat,mountain goat,,
566_kindofantelope,kind of antelope,,
567_hare,hare,1190,HARE
568_rabbit,rabbit,1136,RABBIT
569_harerabbit,"hare, rabbit",1136,RABBIT
570_birdusedfordecoy,bird used for decoy,,
571_decoybird,decoy bird,,
572_beeeater,beeeater,,
573_guepieroiseaubeetreebird,guépier (oiseau) (beetree (bird),,
574_pinionwing,"pinion, wing",1257,WING
575_wingfin,"wing, fin",1257,WING
576_wing,wing,1257,WING
577_pinion,pinion,,
578_featherlimb,feather; limb,1201,FEATHER
579_boneoflegarmlimb,bone of leg/arm; limb,1673,ARM
580_radiusandulnathetwobonesofthehumanforearm,radius and ulna (the two bones of the human forearm),,
581_limbpart,"limb, part",779,PART
582_forestwood,"forest, wood",420,FOREST
583_woodtimber,"wood, timber",1803,WOOD
584_grassherb,"grass, herb",606,GRASS
585_grassherbspring,grass; herb; spring,606,GRASS
586_growthspringgrass,"growth, spring; grass",606,GRASS
587_springrain,spring rain,,
588_wildgoatgazelle,(wild) goat gazelle,,
589_gazelle,gazelle,5,GAZELLE
590_plarawiyyarwamountaingoat,"(pl. ˀarāwiyy, ˀarwā) mountaingoat",,
591_amythicalreptiledragon,"a mythical reptile, dragon",2038,DRAGON
592_dragonastarwhichcoversthesunmakinganeclipselunareclipse,dragon; a star which covers the sun making an eclipse; lunar eclipse,2038,DRAGON
593_serpentidolofbronzefieldsnake,serpentidol of bronze; field snake,,
594_donkeymare,donkey mare,,
595_maresheassdonkeymare,"mare; sheass, donkey mare",938,MARE
596_donkeysheass,"donkey, sheass",1862,DONKEY
597_sheass,sheass,,
598_sheassass,sheass; ass,1862,DONKEY
599_sheassdomesticorwild,"sheass, domestic or wild",2230,UNTAMED OR WILD
600_elbowforearm,"elbow, forearm",981,ELBOW
601_forearmcubit,forearm; cubit,446,LOWER ARM
602_cubit,cubit,,
603_cubitforearm,"cubit, forearm",446,LOWER ARM
604_chestbreast,"chest, breast",1402,BREAST
605_testiculus,testiculus,,
606_testicle,testicle,797,TESTICLES
607_levreduvagindelafemmewomansvaginalip,lèvre du vagin de la femme (woman's vagina lip),,
608_testiclegenitaliaofmanandwoman,"testicle, genitalia of man and woman",797,TESTICLES
609_locktuftofhaircurlfleece,"(lock/tuft of) hair, curl, fleece",1040,HAIR
610_fleecelockofhairwadortuftofwool,"fleece; lock of hair, wad or tuft of wool",,
611_pledkeetkelockofhairfringes,(pl. ˁedḳē; ˁetḳē) lock of hair; fringes,,
612_apieceofcoloredwoolthatishungaroundtheneckofananimaltorecognizeit,a piece of colored wool that is hung around the neck of an animal to recognize it,,
613_heel,heel,980,HEEL
614_hockheel,"hock, heel",980,HEEL
615_basicstemtoacceptorperformapropertytransfertosucceedtoeffectanexchangeofgoodsintensivestemtoplaceobstaclestrapstooppose,"(basic stem) to accept or perform a property transfer, to succeed, to effect an exchange of goods; (intensive stem) to place obstacles, traps, to oppose",1112,SUCCEED
616_theverybacktheendresultwages,"the very back, the end; result, wages",1122,WAGES
617_heelhoof,heel; hoof,980,HEEL
618_tocomeaftersomebodytofollowtosucceed,"to come after somebody, to follow, to succeed",1085,FOLLOW
619_toguardtowatchtokeepsafe,"to guard, to watch, to keep safe",1650,WATCH
620_earofcorn,ear of corn,,
621_earspike,"ear, spike",1247,EAR
622_earspikeofcorn,"ear, spike (of corn)",1247,EAR
623_earspikeofcorn,ear; spike of corn,1247,EAR
624_earofcorngrain,"ear of corn, grain",605,GRAIN
625_straw,straw,2299,STRAW
626_thistle,thistle,,
627_anillsmellingthornyplant,"an illsmelling, thorny plant",,
628_redstarthistle,red starthistle,,
629_elm,elm,3317,ELM
630_rush,rush,2860,BOLT (MOVE IN HASTE)
631_reedcane,"reed, cane",659,REED
632_tamarisk,tamarisk,,
633_aplant,(a plant),,
634_alfa,alfa,,
635_typeofawildpumpkincolocynth,type of a wild pumpkin; colocynth,,
636_colocynth,colocynth,,
637_colocynthtypeofawildpumpkin,colocynth (type of a wild pumpkin),,
638_typeofatree,(type of a tree),,
639_moringa,moringa,,
640_athornyplant,(a thorny plant),,
641_boxthornlyciumbarbarum,boxthorn (lycium barbarum),,
642_thornyplant,thorny plant,,
643_willow,willow,818,WILLOW
644_abigpoplar,(a big poplar),,
645_alargetreeterebinth,a large tree; terebinth(?),,
646_mightytree,mighty tree,,
647_oak,oak,644,OAK
648_alargetreeoak,a large tree; oak(?),644,OAK
649_akindoftree,a kind of tree,,
650_juniper,juniper,,
651_cypress,cypress,3243,CYPRESS
652_cedar,cedar,3929,BRAZILIAN CEDAR
653_resinoftamarisk,resin of tamarisk,,
654_tobedeep,to be deep,1593,DEEP
655_valley,valley,921,VALLEY
656_tobecomedeeptobesunkdown,to become deep; to be sunk down,,
657_acultivatedplantshootseedgraincerealvegetable,"a cultivated plant, shoot, seed, grain, cereal, vegetable",714,SEED
658_malt,malt,,
659_gardener,gardener,,
660_plantsthatareneithertreesnorbushesgreensvegetablesallplantsthataregatheredafterbeingsown,"plants that are neither trees, nor bushes; greens, vegetables, all plants that are gathered after being sown",924,VEGETABLES
661_plantgrassvegetation,"plant, grass, vegetation",606,GRASS
662_wheat,wheat,1077,WHEAT
663_ediblegrainwheatorbarley,edible grain (wheat or barley),932,BARLEY
664_grainseed,"grain, seed",605,GRAIN
665_totearout,to tear out,,
666_toscrapeoff,to scrape off,1767,SCRAPE
667_todefeat,to defeat,782,DEFEAT
668_toseizetocarryoffbyforcetotakehastilytosnatchaway,"to seize, to carry off by force, to take hastily, to snatch away",855,SEIZE
669_garlic,garlic,2368,GARLIC
670_leek,leek,,
671_analliaceousplant,(an alliaceous plant),,
672_aplantbelongingtocucurbits,(a plant belonging to cucurbits),,
673_melongourdcucumberamemberofthegenuscucurbitaceae,"melon, gourd, cucumber (a member of the genus Cucurbitaceae)",411,GOURD
674_commoncucumber,common cucumber,,
675_aplantbelongingtocucurbits,a plant belonging to cucurbits,,
676_almondtreealmond,"almond tree, almond",3815,ALMOND
677_figfigtree,"fig, fig tree",322,FIG
678_figtreefig,"fig tree, fig",322,FIG
679_jackal,jackal,3313,JACKAL
680_jackalsgoldengods,"jackals, golden gods",,
681_plbanatuawanjackal,(pl. banātu ˀāwān) jackal,3313,JACKAL
682_datepalm,date palm,,
683_datesfruitofpalm,"dates, fruit of palm",,
684_treetrunk,"tree, trunk",906,TREE
685_bushfruittreevine,"bush, (fruit)tree; vine",1683,BUSH
686_fruit,fruit,1507,FRUIT
687_clusterbunchofgrapesetc,"cluster, bunch (of grapes etc.)",1966,BUNCH
688_bunchofgrapes,bunch of grapes,,
689_father,father,1217,FATHER
690_mother,mother,1216,MOTHER
691_brother,brother,1262,BROTHER
692_sister,sister,1263,SISTER
693_goose,goose,1187,GOOSE
694_duck,duck,1360,DUCK
695_ram,ram,1344,RAM
696_afinebreedofsheep,a fine breed of sheep,,
697_ramofsuperiorquality,ram (of superior quality),1344,RAM
698_stagdeer,"stag, deer",1936,DEER
699_deer,deer,1936,DEER
700_fallowdeer,fallow deer,,
701_doeofafallowdeer,doe of a fallow deer,,
702_hind,hind,,
703_ibexmountaingoatdeer,"ibex, mountain goat; deer",1936,DEER
704_ibexmountaingoat,"ibex, mountain goat",,
705_weaselmouse,"weasel, mouse",1491,MOUSE
706_weasel,weasel,3384,WEASEL
707_mouseweasel,"mouse, weasel",1491,MOUSE
708_kindofsh,kind of ﬁsh,,
709_ash,a ﬁsh,,
710_calf,calf,1989,CALF
711_calfbullock,"calf, bullock",1989,CALF
712_heifer,heifer,,
713_youngbullox,"young bull, ox",1169,OX
714_heiferyoungcow,"heifer, young cow",,
715_bullcalf,bull calf,,
716_calfheifer,"calf, heifer",1989,CALF
717_taureauvieuxoldbull,taureau vieux (old bull),,
718_anyanimalorfowl,any animal or fowl,265,FOWL
719_daughter,daughter,1357,DAUGHTER
720_pupiloftheeye,pupil of the eye,1658,PUPIL
721_tobefatwellfed,"to be fat, well fed",1279,FAT (OBESE)
722_tofatten,to fatten,,
723_fattenedanimal,fattened (animal),,
724_fattenedox,fattened ox,,
725_tobeusefulforsomeone,to be useful for someone,,
726_firstborn,firstborn,,
727_mousejerboa,"mouse, jerboa",1491,MOUSE
728_jerboa,jerboa,,
729_kindofbat,(kind of) bat,1793,BAT
730_mouse,mouse,1491,MOUSE
731_mousemuscle,mouse; muscle,1491,MOUSE
732_maresmurumquibusyarbunomenest,"mares murum, quibus yarbūˁ nomen est",,
733_hyraxsyriacus,hyrax Syriacus,,
734_leech,leech,2273,LEECH
735_plkleinetierchendieimbrunnenlebensmallanimalsthatliveinawell,"(pl.) kleine Tierchen, die im Brunnen leben (small animals that live in a well)",,
736_goat,goat,1502,GOAT
737_shegoatgoatgenterm,"shegoat, goat (gen. term)",1502,GOAT
738_caprineanimalkidgoat,"caprine animal, kid, goat",1502,GOAT
739_shegoatfemaleofgazellefemaleeagleandvulturebustard,"shegoat, female of gazelle, female eagle and vulture, bustard",,
740_paternaluncle,paternal uncle,3763,PATERNAL UNCLE
741_fosterfather,foster father,,
742_paternalaunt,paternal aunt,2175,PATERNAL AUNT
743_wetnurse,wetnurse,,
744_maternalaunt,maternal aunt,2693,MATERNAL AUNT (MOTHER'S SISTER)
745_grandfatherancestorforefather,"grandfather, ancestor, forefather",1383,GRANDFATHER
746_ancestorforefather,"ancestor, forefather",1669,ANCESTORS
747_earthasasolidsurfaceground,earth as a solid surface (ground),,
748_floorbottomofthesea,floor; bottom of the sea,1632,FLOOR
749_bottomofavessel,bottom of a vessel,,
750_mudclay,"mud, clay",640,MUD
751_clay,clay,1399,CLAY
752_flint,flint,,
753_flintobsidian,"flint, obsidian",,
754_mound,mound,,
755_hillhillockknoll,"hill, hillock, knoll",614,HILL
756_kindofverminworm,"kind of vermin, worm",1219,WORM
757_aworm,(a worm),,
758_verminingeneralpestsnoxiousinsectsaparticulartypeofflyespahorsefly,"vermin in general, pests, noxious insects(?); a particular type of fly, esp. a horsefly(?)",,
759_culices,culices,,
760_birdofprey,bird of prey,,
761_eagle,eagle,1905,EAGLE
762_hirondelle,hirondelle,,
763_corbeau,corbeau,,
764_river,river,666,RIVER
765_stream,stream,947,STREAM
766_streamcanal,"stream, canal",947,STREAM
767_subdivisionofatribewatercourseartificialwaterchannelcanal,"subdivision of a tribe; watercourse; artificial water channel, canal",,
768_rivervalleywadi,"river valley, wadi",,
769_wellsourceofwater,"well, source of water",954,WELL
770_wellholepit,"well; hole, pit",1667,HOLE
771_well,well,954,WELL
772_cisternpitgrave,"cistern, pit, grave",1773,GRAVE
773_cookingpit,(cooking) pit,2539,PIT (POTHOLE)
774_aholeduginthegroundinwhichtocookaplaceinwhichfireislighted,a hole dug in the ground in which to cook; a place in which fire is lighted,,
775_cisternwellpit,"cistern, well, pit",954,WELL
776_heaven,heaven,1565,HEAVEN
777_tobreathe,to breathe,1407,BREATHE
778_soul,soul,811,SOUL
779_niptobreathefreelyrecover,"(nip.) to breathe freely, recover",1978,RECOVER
780_etptogetarespite,(etp.) to get a respite,,
781_vtobreathe,V. to breathe,,
782_breath,breath,870,BREATH
783_toblowwindspirit,"to blow (wind, spirit)",175,BLOW (OF WIND)
784_rain,rain,658,RAIN (PRECIPITATION)
785_torain,to rain,1253,RAIN (RAINING)
786_lightning,lightning,1654,LIGHTNING
787_thunder,thunder,1150,THUNDER
788_nameofthestormgod,name of the Stormgod,,
789_rainstorm,rainstorm,,
790_snow,snow,784,SNOW
791_adisease,(a disease),,
792_flame,flame,889,FLAME
793_charcoal,charcoal,1188,CHARCOAL
794_coal,coal,2658,COAL
795_tobehot,to be hot,1286,HOT
796_hot,hot,1286,HOT
797_tobecomehot,to become hot,,
798_morning,morning,1339,MORNING
799_warmthheat,"warmth, heat",612,HEAT
800_heatflame,"heat, flame",889,FLAME
801_sunlight,"sun, light",1343,SUN
802_shadow,shadow,1388,SHADE
803_tobecomedarkdim,"to be(come) dark, dim",706,DARK
804_dark,dark,706,DARK
805_dawnmorning,"dawn, morning",1339,MORNING
806_dawn,dawn,729,DAWN
807_year,year,1226,YEAR
808_autumn,autumn,1276,AUTUMN
809_autumn,autumn(?),1276,AUTUMN
810_autumnyear,autumn; year,1226,YEAR
811_currentyear,current year,,
812_righthandside,right hand (side),2183,RIGHT HAND
813_right,right,1019,RIGHT
814_rightside,right side,1019,RIGHT
815_lefthandside,left hand (side),2182,LEFT HAND
816_left,left,244,LEFT
817_lefthandside,"left hand, side",682,SIDE
818_leftsideleft,"left side, left",244,LEFT
819_leftsidelefthand,"left side, left hand",244,LEFT
820_leftsidedirection,"left side, direction",244,LEFT
821_northwind,north wind,,
822_fatherinlaw,father-in-law,1055,FATHER-IN-LAW
823_fatherinlaw,fatherinlaw,,
824_motherinlaw,mother-in-law,1050,MOTHER-IN-LAW
825_motherinlaw,motherinlaw,,
826_tospeakaffectivelytoshout,"to speak affectively, to shout",715,SHOUT
827_tocalltoprophesytosummontolodgeaclaimtosue,"to call; to prophesy; to summon; to lodge a claim, to sue",1084,CALL
828_tosay,to say,1458,SAY
829_toreviletoutterevilspeechiiitopleadindefenseofsomeone,"to revile, to utter evil speech; III. to plead in defense of someone",,
830_tocursetoinsult,"to curse, to insult",8,CURSE
831_sleep,sleep,1585,SLEEP
832_dream,dream,2374,DREAM
833_enviededormirsomnolencesommeilprofondpremiersommewanttosleepdrowsinessdeepsleepfirstslumber,"envie de dormir, somnolence; sommeil profond; premier somme (want to sleep, drowsiness; deep sleep; first slumber)",,
834_tobemulticolored,to be multicolored,2997,COLORFUL
835_colouredwool,coloured wool,,
836_twocoloredfabric,twocolored fabric,,
837_tomakearopeoftwostrandsordistinctyarnsortwists,"to make a rope of two strands, or distinct yarns or twists",,
838_aropeinwhicharetwocolors,a rope in which are two colors,,
839_shoot,shoot,1172,SHOOT
840_budshoot,"bud, shoot",1172,SHOOT
841_bud,bud,1684,BUD
842_bull,bull,1008,BULL
843_bullyoungcattle,"bull, young cattle",1008,BULL
844_youngcalf,young calf,,
845_livestockcattle,"livestock, cattle",1153,CATTLE
846_bruteanimalabeastofburdenaherdofcattleabeastofburdenpackhorse,"brute animal, a beast of burden; a herd of cattle; a beast of burden, packhorse",,
847_camel,camel,1871,CAMEL
848_oxbullhornedcattle,"ox, bull, horned cattle",1008,BULL
849_awildhoofedanimal,a wild hoofed animal,,
850_meaningisuncertain,(meaning is uncertain),,
851_youngofsmallcattlemalelamb,young of small cattle; (male) lamb,820,LAMB
852_youngbullheifer,young bull; heifer,,
853_bullsteercow,"bull, steer; cow",1007,COW
854_lambkidorantelopecub,"lamb, kid or antelope cub",820,LAMB
855_youngofsmallcattle,young of small cattle,,
856_smallcattle,small cattle,,
857_ewesmallcattle,"ewe, small cattle",1345,EWE
858_flockssheepandgoats,flocks (sheep and goats),,
859_flocksheepherd,flock; sheep; herd,1331,SHEEP
860_ewe,ewe,1345,EWE
861_youngsheep,young sheep,,
862_wether,wether,,
863_springlamb,spring lamb,,
864_ewelambewe,"ewe lamb, ewe",1345,EWE
865_yearlingunripegrain,yearling; unripe grain,3329,YEARLING (HORSE)
866_billygoat,billy goat,,
867_buckram,"buck, ram",1344,RAM
868_hegoat,hegoat,,
869_maleofsmallcattle,male of small cattle,,
870_wildsheep,wild sheep,,
871_malegoatorsheep,male goat or sheep,1331,SHEEP
872_malekid,male kid,,
873_femalekid,female kid,,
874_headofsmallcattle,head of small cattle,,
875_kid,kid,1972,YOUNG GOAT (KID)
876_sucklinglamborkid,suckling (lamb or kid),1972,YOUNG GOAT (KID)
877_donkey,donkey,1862,DONKEY
878_donkeyloadmeasureofcapacity,donkey; load (measure of capacity),1862,DONKEY
879_donkeywildassonager,"donkey, wild ass, onager",1862,DONKEY
880_toeatswallow,"to eat, swallow (?)",1336,EAT
881_toeattograze,"to eat, to graze",1336,EAT
882_food,food,256,FOOD
883_foodsustenance,"food, sustenance",256,FOOD
884_foal,foal,1647,FOAL
885_horsesfoal,horse`s foal,,
886_coltyoungcamel,"colt, young camel",1647,FOAL
887_pig,pig,1337,PIG
888_swineboar,"swine, boar",1348,BOAR (MALE PIG)
889_pigwildboar,"pig, wild boar",1337,PIG
890_leopard,leopard,1139,LEOPARD
891_wolf,wolf,522,WOLF
892_hyena,hyena,1799,HYENA
893_fox,fox,1312,FOX
894_foxjackal,fox; jackal,1312,FOX
895_bear,bear,1820,BEAR
896_shebear,shebear,,
897_gazelledeer,"gazelle, deer",1936,DEER
898_wildbullbosprimigenius,wild bull (bos primigenius),,
899_wildbull,wild bull,,
900_wildbullbuffalo,"wild bull, buffalo",934,BUFFALO
901_buffalloo,buffalloo,,
902_gazellefawn,gazelle; fawn,5,GAZELLE
903_awildruminant,a wild ruminant,,
904_roedeer,roe deer,,
905_wildass,wild ass,,
906_mule,mule,890,MULE
907_elephant,elephant,1290,ELEPHANT
908_waterbuffaloelephant,water buffalo; elephant,1290,ELEPHANT
909_birddomesticfowlpoultry,"bird; domestic fowl, poultry",937,BIRD
910_crowraven,"crow, raven",913,CROW
911_stork,stork,3724,STORK
912_swallow,swallow,897,SWALLOW
913_snake,snake,730,SNAKE
914_snakehornedviper,snake; horned viper,730,SNAKE
915_avenomousserpent,a venomous serpent,,
916_adderasp,"adder, asp",,
917_todrawoff,to draw off,,
918_topresstosqeezeouttocleanbycombing,"to press, to sqeeze out; to clean by combing",1913,PRESS
919_patopillagestealtodrawoutextract,"(pa.) to pillage, steal; to draw out, extract",713,STEAL
920_tobecomeclear,to become clear,,
921_sedimentofbutter,sediment of butter,,
922_topullouttheeyetogetherwiththefatofaslaughteredcamel,to pull out the eye together with the fat (of a slaughtered camel),,
923_topeeltobark,"to peel, to bark",275,PEEL
924_chameleon,chameleon,1555,CHAMELEON
925_gecko,gecko,2355,GECKO
926_alizard,(a lizard),,
927_asnakeorlizard,a snake or lizard,632,LIZARD
928_reptile,reptile,,
929_serpent,serpent,730,SNAKE
930_largelibyanlizard,large Libyan lizard,,
931_starredlizard,starred lizard,,
932_lizard,lizard,632,LIZARD
933_turtle,turtle,112,TURTLE
934_turtleasnake,turtle; a snake,112,TURTLE
935_fly,fly,1441,FLY (MOVE THROUGH AIR)
936_gnat,gnat,1509,MOSQUITO
937_flea,flea,232,FLEA
938_louse,louse,1392,LOUSE
939_louseparasiteweevil,"louse, parasite, weevil",1392,LOUSE
940_gnats,gnats,,
941_nit,nit,267,NIT
942_alouse,a louse,1392,LOUSE
943_lousenit,"louse, nit",1392,LOUSE
944_moth,moth,2828,MOTH
945_clothesmoth,clothes moth,,
946_marekindofwormswhichinfestthegrapevine,mare; kind of worms which infest the grape vine,938,MARE
947_smalllouse,small louse,,
948_cricket,cricket,2354,CRICKET
949_kindoflocust,kind of locust,,
950_swarmoflocust,swarm of locust,,
951_typeoflocust,type of locust,,
952_worm,worm,1219,WORM
953_wormmaggot,"worm, maggot",1219,WORM
954_flesh,flesh,2259,FLESH
955_bodyflesh,"body, flesh",1480,BODY
956_tendonsinew,"tendon, sinew",1137,TENDON
957_sinewfiberofaroot,sinew; fiber of a root,1137,TENDON
958_sinewtendonnerve,"sinew, tendon; nerve",1137,TENDON
959_sinewtendon,"sinew, tendon",1137,TENDON
960_spinetendonsinew,"spine; tendon, sinew",1137,TENDON
961_sinewnervemuscle,"sinew, nerve, muscle",1004,MUSCLE
962_jointoflimbbonesflexionbendoflimbs,"joint of limb bones; flexion, bend of limbs",,
963_crookedarms,crooked arms,,
964_upperpartofthethighwherethesocketturns,upper part of the thigh where the socket turns,,
965_articulationjointwrist,"articulation, joint, wrist",799,WRIST
966_wrist,wrist,799,WRIST
967_sleeve,sleeve,2953,SLEEVE
968_tobefat,to be fat,1279,FAT (OBESE)
969_fattyfleshytissue,"fatty, fleshy tissue",2449,FAT (OF MEAT AND FOOD)
970_fattallow,"fat, tallow",323,FAT (ORGANIC SUBSTANCE)
971_glutinoussubstancepus,"glutinous substance, pus",1808,PUS
972_pieceoffleshpeeledofffromthebone,piece of flesh peeled off from the bone,,
973_skin,skin,763,SKIN
974_skinleather,"skin, leather",3326,LEATHER OR HIDE
975_leatherpouch,leather pouch,,
976_peauoteerecemmentdunagneauoudunchevreaurecentlyremovedskinfromalamborkid,peau ôtée récemment d'un agneau ou d'un chevreau (recently removed skin from a lamb or kid),1972,YOUNG GOAT (KID)
977_skinhide,"skin, hide",763,SKIN
978_branhuskshellscaleofheaddandruff,"bran; husk, shell; scale of head, dandruff",598,SHELL
979_furskin,"fur, skin",763,SKIN
980_toshellhusk,"to shell, husk",2501,RICE HUSK
981_ring,ring,1374,RING
982_neckchain,neckchain(?),,
983_neckchain,neckchain,,
984_necklace,necklace,1961,NECKLACE
985_tocarryaroundtheneck,to carry around the neck,,
986_throat,throat,1346,THROAT
987_palate,palate,540,PALATE
988_throat,throat(?),1346,THROAT
989_throatgulletpalate,"throat, gullet, palate",1346,THROAT
990_armpit,armpit,1886,ARMPIT
991_rib,rib,801,RIB
992_ribsidepartofthehumanandtheanimalbodysideofanobject,"rib, side (part of the human and the animal body); side (of an object)",801,RIB
993_femalebreast,female breast,1402,BREAST
994_breastteat,"breast, teat",1402,BREAST
995_cervix,cervix (?),,
996_breastfullofmilk,breast full of milk,,
997_udderteat,"udder, teat",154,UDDER
998_loinsthighgroin,"loins, thigh, groin",471,UPPER LEG (THIGH)
999_neckmuscles,neck muscles,,
1000_brust,Brust,,
1001_teat,teat,796,NIPPLE
1002_nipplefullbreast,nipple; full breast,796,NIPPLE
1003_lowerbellyuteruswomb,"lower belly, uterus, womb",804,WOMB
1004_hypogastricregion,hypogastric region,,
1005_lowerbelly,lower belly,,
1006_abdomenomassum,"abdomen, omassum",1251,BELLY
1007_uteruswombpubes,"uterus, womb, pubes",804,WOMB
1008_adesignationofnoahsark,a designation of Noah’s Ark,,
1009_lowerpartofthetrunkgenitals,"lower part of the trunk, genitals",,
1010_transverseprocessofthevertebra,transverse process of the vertebra,,
1011_loinsgenitals,loins; genitals,187,LOIN
1012_glanspenis,glans penis,,
1013_crotchgroin,"crotch, groin",,
1014_groin,groin,,
1015_swellingsinthegrointesticles,swellings in the groin; testicles,797,TESTICLES
1016_aineracinedefemurelderfemurroot,aine; racine de fémur (elder; femur root),,
1017_areabetweenthethighsgroin,"area between the thighs, groin",,
1018_hinderpartposteriorsbuttocksrump,"hinder part, posteriors, buttocks, rump",834,BUTTOCKS
1019_lapcrotch,"lap, crotch",3263,LAP
1020_lowerpartofthebellythepubes,"lower part of the belly, the pubes",36,PUBIC HAIR
1021_buttocks,buttocks,834,BUTTOCKS
1022_basefoot,"base, foot",1301,FOOT
1023_buttocksbasefoundation,"buttocks; base, foundation",834,BUTTOCKS
1024_buttocksrumpbottom,"buttocks, rump; bottom",834,BUTTOCKS
1025_podexanus,"podex, anus",1935,ANUS
1026_buttocksposteriorsrump,"buttocks, posteriors, rump",834,BUTTOCKS
1027_buttocksanus,"buttocks, anus",834,BUTTOCKS
1028_anusbuttocksrear,"anus, buttocks; rear",834,BUTTOCKS
1029_backloinsspacebetweenthehips,"back, loins, space between the hips",1291,BACK
1030_kidney,kidney,489,KIDNEY
1031_tuftofhair,tuft of hair,,
1032_woolfleece,"wool, fleece",964,WOOL
1033_moustache,moustache,1165,MOUSTACHE
1034_lockofhair,lock of hair,,
1035_gallgallbladder,"gall, gall bladder",1780,BILE
1036_gallbladder,gallbladder,,
1037_gall,gall,1780,BILE
1038_gallbile,"gall, bile",1780,BILE
1039_fielbilegallbile,"fiel, bile (gall, bile)",1780,BILE
1040_spleen,spleen,1744,SPLEEN
1041_clitorisvagina,"clitoris, vagina",1836,VAGINA
